UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Re2,Re1,Un2,Un1,Ap2,Ap3,Ap1,An3,Ev2,Ev1
10208.0,10276932.0,non-gamified,Grupo Team 7,Apprentice,NA,0.775,1.0,1.0,0.6111111111111112,0.0,0.5,1.0,1.0,0.0,0.6666666666666666
10209.0,10262669.0,ont-gamified,Grupo Artemis,Apprentice,Yee Achiever,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0
10210.0,10277015.0,non-gamified,Grupo Team 9,Apprentice,NA,0.975,0.8,0.0,0.6111111111111112,0.0,0.5,0.5,0.9375,1.0,1.0
10212.0,9065750.0,non-gamified,Grupo Team 4,Master,NA,0.8,0.9333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10213.0,10277040.0,ont-gamified,Grupo Morfeu,Master,Yee Socializer,0.375,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.4,1.0
10214.0,10277022.0,non-gamified,Grupo Team 5,Master,NA,1.0,0.8,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
10215.0,9285227.0,ont-gamified,Grupo Zeus,Master,Yee Socializer,0.975,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,1.0,0.4,1.0
10216.0,10276720.0,non-gamified,Grupo Team 15,Master,NA,1.0,0.9333333333333333,0.5,0.9444444444444444,1.0,0.5,1.0,1.0,0.0,1.0
10217.0,9805341.0,non-gamified,Grupo Team 13,Master,NA,0.4,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0
10218.0,9842913.0,ont-gamified,Grupo Ares,Master,Yee Achiever,1.0,0.95,0.0,0.9444444444444444,1.0,0.5,1.0,1.0,0.5,1.0
10219.0,10276831.0,non-gamified,Grupo Team 12,Master,NA,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0
10220.0,9760151.0,non-gamified,Grupo Team 2,Apprentice,NA,0.975,0.9666666666666667,0.5,0.9444444444444444,0.0,0.5,1.0,1.0,0.5,1.0
10221.0,9082496.0,ont-gamified,Grupo Hermes,Apprentice,Yee Achiever,0.975,0.9,0.3333333333333333,0.6666666666666666,0.0,0.375,0.3333333333333333,0.875,1.0,0.6666666666666666
10222.0,9436110.0,non-gamified,Grupo Team 16,Master,NA,0.6,0.8,1.0,0.9444444444444444,0.0,0.375,1.0,1.0,0.4,1.0
10223.0,9795185.0,ont-gamified,Grupo Cronus,Master,Yee Achiever,0.975,0.8,1.0,0.9444444444444444,1.0,0.5,1.0,0.9375,0.0,1.0
10224.0,9368772.0,non-gamified,Grupo Team 10,Apprentice,NA,0.55,0.8,0.5,0.6666666666666666,0.0,0.0,0.5,1.0,0.0,0.6666666666666666
10226.0,10310342.0,non-gamified,Grupo Team 8,Master,NA,0.55,0.9833333333333333,0.8333333333333334,0.9444444444444444,1.0,1.0,1.0,1.0,0.5,1.0
10227.0,9274382.0,non-gamified,Grupo Team 4,Apprentice,NA,0.775,0.18333333333333332,0.5,0.6666666666666666,1.0,0.375,1.0,0.875,0.5,0.25
10230.0,10351992.0,non-gamified,Grupo Team 14,Master,NA,0.325,0.95,1.0,0.8888888888888888,0.0,1.0,1.0,1.0,1.0,0.6666666666666666
10231.0,10276911.0,ont-gamified,Grupo Caronte,Apprentice,Yee Achiever,1.0,0.9666666666666667,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,1.0
10232.0,10276974.0,ont-gamified,Grupo Artemis,Master,Yee Achiever,0.6,1.0,0.5,0.9444444444444444,1.0,1.0,1.0,0.4375,1.0,1.0
10233.0,9805320.0,non-gamified,Grupo Team 16,Apprentice,NA,0.775,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,1.0
10234.0,10310676.0,non-gamified,Grupo Team 7,Master,NA,0.975,0.6,1.0,0.9444444444444444,1.0,0.5,1.0,1.0,1.0,0.6666666666666666
10237.0,10377688.0,non-gamified,Grupo Team 11,Master,NA,0.975,1.0,0.5,1.0,1.0,1.0,1.0,NA,0.5,1.0
10238.0,10276953.0,non-gamified,Grupo Team 13,Apprentice,NA,0.975,0.9833333333333333,0.6666666666666666,0.9444444444444444,1.0,0.5,1.0,1.0,0.4,1.0
10240.0,10276654.0,ont-gamified,Grupo Hera,Apprentice,Yee Achiever,0.8,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0
