UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores.IE,theta.IE,error.IE,PersonScores.PC,theta.PC,error.PC,PersonScores.PT,theta.PT,error.PT,PersonScores,theta,error
10195.0,10351971.0,ont-gamified,Grupo Urano,Apprentice,Yee Achiever,21.0,0.6099736974815331,0.4794598068941739,33.0,-0.4482220878770902,0.2900383040540037,4.0,-0.7934661252579726,1.2578944817820648,16.666666666666668,0.3184059116208051,-0.1627987902779624
10196.0,10310655.0,ont-gamified,Grupo Hefesto,Apprentice,Yee Achiever,16.0,-0.6543326517017437,0.5092799511321389,24.0,-1.1572081069649618,0.28539861936291955,4.0,-0.7934661252579726,1.2578944817820648,12.0,-0.3393582111362443,-0.15440530376233544
10197.0,10276661.0,ont-gamified,Grupo Gaia,Apprentice,Yee Achiever,19.0,0.16813938858053218,0.4914511555030068,48.0,1.853112368922216,0.7672838343641782,4.0,-0.7934661252579726,1.2578944817820648,21.0,0.9382392942535734,2.801693617067909e-4
10199.0,10276737.0,ont-gamified,Grupo Gaia,Master,Yee Achiever,13.0,-1.3607329886887969,0.45264088727971863,49.0,2.891695820524486,1.357760724610499,11.0,1.3175663338608337,0.36255843971792834,17.0,0.07113216599161849,0.4826143907240965
10200.0,9795272.0,ont-gamified,Grupo Hades,Apprentice,Yee Socializer,26.0,1.9065404060114906,0.6612257554077569,36.0,-0.192204428606401,0.30280829405113224,4.0,-0.7934661252579726,1.2578944817820648,19.333333333333332,0.8359340342210206,-0.09795347744105858
10201.0,10276928.0,ont-gamified,Grupo Caronte,Master,Yee Achiever,24.0,1.2795930062205665,0.5269491771185071,41.0,0.3119106365655095,0.3483276549925436,8.0,0.9437180880678392,0.4172439048911559,19.0,0.21592851823941228,0.1526776424066316
10203.0,9921470.0,non-gamified,Grupo Team 3,Apprentice,NA,22.0,0.8224490761629795,0.4844543610234488,43.0,0.568778527814775,0.38493374340148473,5.0,0.12664853824462824,0.7110668526805386,20.0,0.4215263552443754,0.052773750581464975
10204.0,10310471.0,ont-gamified,Grupo Hermes,Master,Yee Achiever,27.0,2.4308781157102564,0.8388341444082253,48.0,1.853112368922216,0.7672838343641782,4.0,-0.7934661252579726,1.2578944817820648,23.666666666666668,1.6924855366301481,0.11607449899677962
10206.0,10310721.0,ont-gamified,Grupo Hera,Master,Yee Achiever,17.0,-0.35881401586787753,0.5140925201529228,45.0,0.8975459569909193,0.4491543230935696,14.0,1.6545521619976278,0.3804400271224933,16.0,-0.371940073624862,0.19426893870799974
10208.0,10276932.0,non-gamified,Grupo Team 7,Apprentice,NA,25.0,1.5553167566888284,0.5752041012322648,42.0,0.4341358816828235,0.3644123316400626,7.0,0.7651020965287348,0.46543496375560767,20.0,0.40811684728097236,0.15806048970557326
10211.0,9311643.0,non-gamified,Grupo Team 2,Master,NA,25.0,1.5553167566888284,0.5752041012322648,27.0,-0.9218263859036168,0.2821368508118575,8.0,0.9437180880678392,0.4172439048911559,14.666666666666666,-0.10340923909420918,0.1466990157176555
10212.0,9065750.0,non-gamified,Grupo Team 4,Master,NA,24.0,1.2795930062205665,0.5269491771185071,43.0,0.568778527814775,0.38493374340148473,10.0,1.2065866440471082,0.3709662332672471,19.0,0.2139282966627444,0.18030556241758158
10213.0,10277040.0,ont-gamified,Grupo Morfeu,Master,Yee Socializer,25.0,1.5553167566888284,0.5752041012322648,28.0,-0.8441359479177317,0.2820843884062447,4.0,-0.7934661252579726,1.2578944817820648,16.333333333333332,0.5015489780096898,-0.1335353307145184
10214.0,10277022.0,non-gamified,Grupo Team 5,Master,NA,12.0,-1.5460174618832243,0.4434453204926457,25.0,-1.078081960932241,0.2837863289927778,8.0,0.9437180880678392,0.4172439048911559,9.666666666666666,-1.1892725036277683,0.10332924819808915
10215.0,9285227.0,ont-gamified,Grupo Zeus,Master,Yee Socializer,19.0,0.16813938858053218,0.4914511555030068,45.0,0.8975459569909193,0.4491543230935696,4.0,-0.7934661252579726,1.2578944817820648,20.0,0.6197171569431413,-0.10576300106182945
10216.0,10276720.0,non-gamified,Grupo Team 15,Master,NA,17.0,-0.35881401586787753,0.5140925201529228,44.0,0.7205873159383336,0.4119608449766404,5.0,0.12664853824462824,0.7110668526805386,18.666666666666668,0.07837492060860927,0.07166217081634156
10217.0,9805341.0,non-gamified,Grupo Team 13,Master,NA,14.0,-1.1584042108881814,0.4686827950943565,41.0,0.3119106365655095,0.3483276549925436,4.0,-0.7934661252579726,1.2578944817820648,17.0,-0.01767581635489975,-0.14696134389838822
10218.0,9842913.0,ont-gamified,Grupo Ares,Master,Yee Achiever,12.0,-1.5460174618832243,0.4434453204926457,37.0,-0.10114378953694451,0.3088902801402705,14.0,1.6545521619976278,0.3804400271224933,11.666666666666666,-1.1005711378059322,0.12396519117014095
10219.0,10276831.0,non-gamified,Grupo Team 12,Master,NA,15.0,-0.9264124251633029,0.48993701124192823,26.0,-0.9997148811041671,0.2827033467939896,4.0,-0.7934661252579726,1.2578944817820648,12.333333333333334,-0.37755372700316575,-0.161751374582049
10220.0,9760151.0,non-gamified,Grupo Team 2,Apprentice,NA,22.0,0.8224490761629795,0.4844543610234488,49.0,2.891695820524486,1.357760724610499,4.0,-0.7934661252579726,1.2578944817820648,22.333333333333332,1.502537007315146,0.19477353461729438
10221.0,9082496.0,ont-gamified,Grupo Hermes,Apprentice,Yee Achiever,17.0,-0.35881401586787753,0.5140925201529228,34.0,-0.36522186335625767,0.29350108603141317,4.0,-0.7934661252579726,1.2578944817820648,15.666666666666666,0.023143415344612433,-0.15010029186590956
10223.0,9795185.0,ont-gamified,Grupo Cronus,Master,Yee Achiever,24.0,1.2795930062205665,0.5269491771185071,43.0,0.568778527814775,0.38493374340148473,5.0,0.12664853824462824,0.7110668526805386,20.666666666666668,0.5739076652635711,0.06693868927981776
10224.0,9368772.0,non-gamified,Grupo Team 10,Apprentice,NA,26.0,1.9065404060114906,0.6612257554077569,21.0,-1.4021008590452493,0.29375777320777535,6.0,0.5179254768634493,0.5481437876895054,13.666666666666666,-0.004495309965735994,0.13561324697534224
10226.0,10310342.0,non-gamified,Grupo Team 8,Master,NA,15.0,-0.9264124251633029,0.48993701124192823,20.0,-1.4873540281586097,0.29794036838512516,6.0,0.5179254768634493,0.5481437876895054,9.666666666666666,-0.9772306433951207,0.07991119731251599
10228.0,10310492.0,non-gamified,Grupo Team 14,Apprentice,NA,16.0,-0.6543326517017437,0.5092799511321389,31.0,-0.6093423355497851,0.28511398848326025,9.0,1.0852985646392048,0.3880758837051461,12.666666666666666,-0.782991183963578,0.13543935197008436
10230.0,10351992.0,non-gamified,Grupo Team 14,Master,NA,9.0,-2.0863945084249256,0.46002047589255096,32.0,-0.5294680593055232,0.28726122157231987,13.0,1.5353749149986624,0.3670951349086588,9.333333333333334,-1.3837458275763703,0.126728854185404
10232.0,10276974.0,ont-gamified,Grupo Artemis,Master,Yee Achiever,22.0,0.8224490761629795,0.4844543610234488,38.0,-0.006184121019041173,0.31615882751032376,12.0,1.4251901077188354,0.361367721033329,16.0,-0.20297505085829903,0.14641515583348122
10233.0,9805320.0,non-gamified,Grupo Team 16,Apprentice,NA,11.0,-1.7237587284917093,0.4412765460507779,25.0,-1.078081960932241,0.2837863289927778,5.0,0.12664853824462824,0.7110668526805386,10.333333333333334,-0.9761630758895262,0.004665340787672371
10234.0,10310676.0,non-gamified,Grupo Team 7,Master,NA,9.0,-2.0863945084249256,0.46002047589255096,27.0,-0.9218263859036168,0.2821368508118575,5.0,0.12664853824462824,0.7110668526805386,10.333333333333334,-1.0449564775243902,0.010363491341289962
10237.0,10377688.0,non-gamified,Grupo Team 11,Master,NA,18.0,-0.08038848747269449,0.5043580861250034,41.0,0.3119106365655095,0.3483276549925436,4.0,-0.7934661252579726,1.2578944817820648,18.333333333333332,0.34166275811692914,-0.13506958022150592
