UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,theta,error,WLE.rel
10169.0,10377538.0,ont-gamified,Resistance,Apprentice,Social Achiever,3.8695985246402835,1.4777477238718726,0.836996652801421
10170.0,10260351.0,w/o-gamified,Grupo11,Apprentice,NA,0.11236566261805314,0.6113355550159763,0.836996652801421
10171.0,698531.0,ont-gamified,Mafia,Master,Social Achiever,1.101278578255314,0.575832338658187,0.836996652801421
10172.0,10273971.0,w/o-gamified,Grupo5,Apprentice,NA,0.7991208665692422,0.5762714875664676,0.836996652801421
10174.0,10276852.0,w/o-gamified,Grupo7,Master,NA,0.7991208665692422,0.5762714875664676,0.836996652801421
10175.0,10310700.0,ont-gamified,Warriors,Master,Social Achiever,1.4069388362876574,0.5921593507390243,0.836996652801421
10176.0,10276949.0,ont-gamified,Outlaws,Master,Social Achiever,-0.3083347606979481,0.6213293786972388,0.836996652801421
10179.0,10310759.0,w/o-gamified,Grupo10,Master,NA,-0.3083347606979481,0.6213293786972388,0.836996652801421
10181.0,10276866.0,w/o-gamified,Grupo2,Apprentice,NA,-2.5689137604733725,0.6653204744563365,0.836996652801421
10183.0,10352030.0,w/o-gamified,Grupo3,Apprentice,NA,-1.6546929037600275,0.5519564059047488,0.836996652801421
10184.0,10276675.0,w/o-gamified,Grupo10,Apprentice,NA,0.47790800192818356,0.5901256601662934,0.836996652801421
10185.0,10276960.0,w/o-gamified,Grupo9,Apprentice,NA,0.47790800192818356,0.5901256601662934,0.836996652801421
10186.0,10310551.0,ont-gamified,Slayers,Apprentice,Social Achiever,2.1446451052077693,0.7102017626230553,0.836996652801421
10188.0,10276995.0,ont-gamified,Vandals,Master,Yee Achiever,-1.377680117515291,0.5568100328590163,0.836996652801421
10189.0,9363926.0,ont-gamified,Vikings,Apprentice,Social Achiever,-1.6546929037600275,0.5519564059047488,0.836996652801421
10190.0,10276907.0,w/o-gamified,Grupo4,Apprentice,NA,-0.7241225224179572,0.6029902668317654,0.836996652801421
10191.0,10276981.0,w/o-gamified,Grupo1,Master,NA,0.11236566261805314,0.6113355550159763,0.836996652801421
10192.0,10276682.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,2.71274620256527,0.880123543681755,0.836996652801421
10193.0,10276762.0,ont-gamified,Vandals,Apprentice,Yee Achiever,-3.051575455798042,0.8177544396486143,0.836996652801421
10197.0,10276661.0,w/o-gamified,Grupo8,Apprentice,NA,-1.0761742630275877,0.575468914858188,0.836996652801421
10198.0,10310888.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,2.71274620256527,0.880123543681755,0.836996652801421
10199.0,10276737.0,w/o-gamified,Grupo1,Apprentice,NA,0.47790800192818356,0.5901256601662934,0.836996652801421
10200.0,9795272.0,ont-gamified,Warriors,Apprentice,Social Achiever,1.7412372451517162,0.6315626321662703,0.836996652801421
10201.0,10276928.0,w/o-gamified,Grupo11,Apprentice,NA,1.4069388362876574,0.5921593507390243,0.836996652801421
10202.0,10277036.0,ont-gamified,Silly Knights,Apprentice,Social Achiever,0.7991208665692422,0.5762714875664676,0.836996652801421
10203.0,9921470.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,2.1446451052077693,0.7102017626230553,0.836996652801421
10204.0,10310471.0,w/o-gamified,Grupo6,Apprentice,NA,-1.9287370583430088,0.5633500794390408,0.836996652801421
10206.0,10310721.0,w/o-gamified,Grupo8,Apprentice,NA,1.101278578255314,0.575832338658187,0.836996652801421
10208.0,10276932.0,ont-gamified,Mercenaries,Master,Social Achiever,0.11236566261805314,0.6113355550159763,0.836996652801421
10209.0,10262669.0,ont-gamified,Mafia,Apprentice,Social Achiever,-1.9287370583430088,0.5633500794390408,0.836996652801421
10210.0,10277015.0,w/o-gamified,Grupo6,Apprentice,NA,-4.068262636332776,1.3656254134593446,0.836996652801421
10213.0,10277040.0,w/o-gamified,Grupo7,Apprentice,NA,1.7412372451517162,0.6315626321662703,0.836996652801421
10214.0,10277022.0,ont-gamified,Vikings,Apprentice,Social Achiever,-0.7241225224179572,0.6029902668317654,0.836996652801421
10215.0,9285227.0,ont-gamified,Vikings,Master,Social Achiever,-1.9287370583430088,0.5633500794390408,0.836996652801421
10216.0,10276720.0,ont-gamified,Silly Knights,Master,Social Achiever,1.101278578255314,0.575832338658187,0.836996652801421
10217.0,9805341.0,w/o-gamified,Grupo9,Apprentice,NA,-0.3083347606979481,0.6213293786972388,0.836996652801421
10218.0,9842913.0,w/o-gamified,Grupo10,Apprentice,NA,-1.0761742630275877,0.575468914858188,0.836996652801421
10219.0,10276831.0,w/o-gamified,Grupo3,Master,NA,-4.068262636332776,1.3656254134593446,0.836996652801421
10220.0,9760151.0,w/o-gamified,Grupo3,Apprentice,NA,1.7412372451517162,0.6315626321662703,0.836996652801421
10221.0,9082496.0,ont-gamified,Warriors,Apprentice,Social Achiever,-0.3083347606979481,0.6213293786972388,0.836996652801421
10223.0,9795185.0,ont-gamified,Slayers,Master,Social Achiever,0.11236566261805314,0.6113355550159763,0.836996652801421
10224.0,9368772.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,0.7991208665692422,0.5762714875664676,0.836996652801421
10226.0,10310342.0,w/o-gamified,Grupo4,Apprentice,NA,-1.6546929037600275,0.5519564059047488,0.836996652801421
10227.0,9274382.0,w/o-gamified,Grupo5,Master,NA,1.7412372451517162,0.6315626321662703,0.836996652801421
10228.0,10310492.0,ont-gamified,Resistance,Apprentice,Social Achiever,-0.3083347606979481,0.6213293786972388,0.836996652801421
