UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores,theta,error
10198.0,10310888.0,non-gamified,Grupo Team 1,Apprentice,NA,21.0,4.14073940814525,1.5096542807473436
10200.0,9795272.0,non-gamified,Grupo Team 4,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10201.0,10276928.0,non-gamified,Grupo Team 10,Master,NA,15.0,0.8582958727581492,0.6057745225651358
10202.0,10277036.0,ont-gamified,Grupo Paldira,Apprentice,Yee Achiever,13.0,0.08786756180538953,0.6370590723433665
10203.0,9921470.0,ont-gamified,Grupo Paldira,Apprentice,Yee Achiever,21.0,4.14073940814525,1.5096542807473436
10204.0,10310471.0,non-gamified,Grupo Team 5,Master,NA,18.0,1.9090499338276823,0.6590723678656504
10206.0,10310721.0,non-gamified,Grupo Team 9,Master,NA,13.0,0.08786756180538953,0.6370590723433665
10208.0,10276932.0,ont-gamified,Grupo Yeka,Master,Yee Socializer,13.0,0.08786756180538953,0.6370590723433665
10209.0,10262669.0,non-gamified,Grupo Team 1,Master,NA,6.0,-2.30431127228487,0.613504077583771
10210.0,10277015.0,ont-gamified,Grupo Losvakai,Apprentice,Yee Achiever,12.0,-0.36524309582944686,0.6328197884518696
10211.0,9311643.0,ont-gamified,Grupo Razorg,Master,Yee Achiever,7.0,-1.9941110897819816,0.5760748193483264
10212.0,9065750.0,ont-gamified,Grupo Ellaru,Apprentice,Yee Socializer,10.0,-1.115446575452426,0.5784234717599444
10213.0,10277040.0,non-gamified,Grupo Team 8,Master,NA,12.0,-0.36524309582944686,0.6328197884518696
10214.0,10277022.0,ont-gamified,Grupo Koil,Apprentice,Yee Achiever,11.0,-0.7729306605351101,0.6047680804692902
10215.0,9285227.0,non-gamified,Grupo Team 7,Apprentice,NA,16.0,1.196812204495544,0.6048293089260046
10216.0,10276720.0,ont-gamified,Grupo Ellaru,Master,Yee Socializer,17.0,1.5388514241325757,0.6205594578948089
10217.0,9805341.0,ont-gamified,Grupo Belos,Master,Yee Socializer,16.0,1.196812204495544,0.6048293089260046
10218.0,9842913.0,non-gamified,Grupo Team 10,Apprentice,NA,14.0,0.4984543304471456,0.6197029280292303
10219.0,10276831.0,ont-gamified,Grupo Razorg,Apprentice,Yee Achiever,9.0,-1.4199599680554045,0.5632875865523976
10220.0,9760151.0,non-gamified,Grupo Team 4,Apprentice,NA,21.0,4.14073940814525,1.5096542807473436
10221.0,9082496.0,non-gamified,Grupo Team 3,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10223.0,9795185.0,non-gamified,Grupo Team 3,Master,NA,8.0,-1.70699502717217,0.5615712153764382
10224.0,9368772.0,non-gamified,Grupo Team 9,Apprentice,NA,14.0,0.4984543304471456,0.6197029280292303
10226.0,10310342.0,ont-gamified,Grupo Yeka,Apprentice,Yee Socializer,15.0,0.8582958727581492,0.6057745225651358
10227.0,9274382.0,non-gamified,Grupo Team 2,Apprentice,NA,18.0,1.9090499338276823,0.6590723678656504
10228.0,10310492.0,ont-gamified,Grupo Losvakai,Apprentice,Yee Achiever,12.0,-0.36524309582944686,0.6328197884518696
10230.0,10351992.0,ont-gamified,Grupo Koil,Apprentice,Yee Achiever,15.0,0.8582958727581492,0.6057745225651358
10231.0,10276911.0,non-gamified,Grupo Team 4,Master,NA,8.0,-1.70699502717217,0.5615712153764382
10232.0,10276974.0,non-gamified,Grupo Team 3,Apprentice,NA,16.0,1.196812204495544,0.6048293089260046
10233.0,9805320.0,ont-gamified,Grupo Tosskor,Apprentice,Yee Achiever,7.0,-1.9941110897819816,0.5760748193483264
10234.0,10310676.0,non-gamified,Grupo Team 6,Apprentice,NA,9.0,-1.4199599680554045,0.5632875865523976
10237.0,10377688.0,ont-gamified,Grupo Ellaru,Apprentice,Yee Socializer,14.0,0.4984543304471456,0.6197029280292303
10238.0,10276953.0,ont-gamified,Grupo Belos,Apprentice,Yee Socializer,15.0,0.8582958727581492,0.6057745225651358
10240.0,10276654.0,non-gamified,Grupo Team 8,Apprentice,NA,8.0,-1.70699502717217,0.5615712153764382
10242.0,9424506.0,non-gamified,Grupo Team 11,Apprentice,NA,3.0,-4.437860808491842,1.4951266843813136
