UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores,theta,error
10169.0,10377538.0,non-gamified,Grupo Team 10,Apprentice,NA,5.0,-2.6793247921006382,0.6911758307180125
10170.0,10260351.0,non-gamified,Grupo Team 6,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10171.0,698531.0,ont-gamified,Grupo Losvakai,Master,Yee Achiever,15.0,0.8582958727581492,0.6057745225651358
10172.0,10273971.0,ont-gamified,Grupo Koil,Master,Yee Achiever,13.0,0.08786756180538953,0.6370590723433665
10174.0,10276852.0,non-gamified,Grupo Team 1,Apprentice,NA,8.0,-1.70699502717217,0.5615712153764382
10175.0,10310700.0,non-gamified,Grupo Team 6,Master,NA,17.0,1.5388514241325757,0.6205594578948089
10176.0,10276949.0,non-gamified,Grupo Team 9,Apprentice,NA,12.0,-0.36524309582944686,0.6328197884518696
10178.0,8656201.0,non-gamified,Grupo Team 11,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10179.0,10310759.0,ont-gamified,Grupo Tosskor,Apprentice,Yee Achiever,9.0,-1.4199599680554045,0.5632875865523976
10181.0,10276866.0,non-gamified,Grupo Team 7,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10183.0,10352030.0,non-gamified,Grupo Belos,Apprentice,Yee Socializer,10.0,-1.115446575452426,0.5784234717599444
10184.0,10276675.0,non-gamified,Grupo Team 7,Master,NA,18.0,1.9090499338276823,0.6590723678656504
10185.0,10276960.0,ont-gamified,Grupo Tosskor,Master,Yee Achiever,11.0,-0.7729306605351101,0.6047680804692902
10186.0,10310551.0,non-gamified,Grupo Team 5,Apprentice,NA,12.0,-0.36524309582944686,0.6328197884518696
10187.0,9790781.0,ont-gamified,Grupo Razorg,Apprentice,Yee Achiever,14.0,0.4984543304471456,0.6197029280292303
10188.0,10276995.0,ont-gamified,Grupo Paldira,Master,Yee Achiever,12.0,-0.36524309582944686,0.6328197884518696
10189.0,9363926.0,non-gamified,Grupo Team 2,Apprentice,NA,3.0,-4.437860808491842,1.4951266843813136
10190.0,10276907.0,non-gamified,Grupo Team 8,Apprentice,NA,17.0,1.5388514241325757,0.6205594578948089
10191.0,10276981.0,ont-gamified,Grupo Yeka,Apprentice,Yee Socializer,15.0,0.8582958727581492,0.6057745225651358
10192.0,10276682.0,ont-gamified,Grupo Yeka,Apprentice,Yee Socializer,21.0,4.14073940814525,1.5096542807473436
10193.0,10276762.0,non-gamified,Grupo Team 2,Master,NA,8.0,-1.70699502717217,0.5615712153764382
10196.0,10310655.0,non-gamified,Grupo Team 5,Apprentice,NA,13.0,0.08786756180538953,0.6370590723433665
10197.0,10276661.0,non-gamified,Grupo Team 11,Master,NA,10.0,-1.115446575452426,0.5784234717599444
