UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores,theta,error
10170.0,10260351.0,non-gamified,Grupo Team 6,Apprentice,NA,22.0,0.18486577396130247,0.4460107555735023
10171.0,698531.0,ont-gamified,Grupo Losvakai,Master,Yee Achiever,25.0,0.7939279869224719,0.4490636516961209
10174.0,10276852.0,non-gamified,Grupo Team 1,Apprentice,NA,15.0,-0.9925163358198295,0.37097439964860296
10178.0,8656201.0,non-gamified,Grupo Team 11,Apprentice,NA,25.0,0.7939279869224719,0.4490636516961209
10179.0,10310759.0,ont-gamified,Grupo Tosskor,Apprentice,Yee Achiever,20.0,-0.22160577198441803,0.42710962364741606
10181.0,10276866.0,non-gamified,Grupo Team 7,Apprentice,NA,19.0,-0.4047916744204669,0.4127463229939216
10183.0,10352030.0,non-gamified,Grupo Belos,Apprentice,Yee Socializer,15.0,-0.9925163358198295,0.37097439964860296
10185.0,10276960.0,ont-gamified,Grupo Tosskor,Master,Yee Achiever,22.0,0.18486577396130247,0.4460107555735023
10186.0,10310551.0,non-gamified,Grupo Team 5,Apprentice,NA,18.0,-0.5708076388060556,0.39854772604871436
10187.0,9790781.0,ont-gamified,Grupo Razorg,Apprentice,Yee Achiever,21.0,-0.022865316949158023,0.43892601784756424
10188.0,10276995.0,ont-gamified,Grupo Paldira,Master,Yee Achiever,21.0,-0.022865316949158023,0.43892601784756424
10193.0,10276762.0,non-gamified,Grupo Team 2,Master,NA,20.0,-0.22160577198441803,0.42710962364741606
10196.0,10310655.0,non-gamified,Grupo Team 5,Apprentice,NA,16.0,-0.8611601306590027,0.3770467770337472
10197.0,10276661.0,non-gamified,Grupo Team 11,Master,NA,19.0,-0.4047916744204669,0.4127463229939216
10200.0,9795272.0,non-gamified,Grupo Team 4,Apprentice,NA,20.0,-0.22160577198441803,0.42710962364741606
10201.0,10276928.0,non-gamified,Grupo Team 10,Master,NA,24.0,0.5964843893406439,0.448569449881564
10202.0,10277036.0,ont-gamified,Grupo Paldira,Apprentice,Yee Achiever,19.0,-0.4047916744204669,0.4127463229939216
10206.0,10310721.0,non-gamified,Grupo Team 9,Master,NA,18.0,-0.5708076388060556,0.39854772604871436
10208.0,10276932.0,ont-gamified,Grupo Yeka,Master,Yee Socializer,20.0,-0.22160577198441803,0.42710962364741606
10210.0,10277015.0,ont-gamified,Grupo Losvakai,Apprentice,Yee Achiever,19.0,-0.4047916744204669,0.4127463229939216
10213.0,10277040.0,non-gamified,Grupo Team 8,Master,NA,26.0,0.9877952979938635,0.45236469676646146
10214.0,10277022.0,ont-gamified,Grupo Koil,Apprentice,Yee Achiever,23.0,0.39314262459711036,0.4484787465154518
10215.0,9285227.0,non-gamified,Grupo Team 7,Apprentice,NA,18.0,-0.5708076388060556,0.39854772604871436
10216.0,10276720.0,ont-gamified,Grupo Ellaru,Master,Yee Socializer,24.0,0.5964843893406439,0.448569449881564
10217.0,9805341.0,ont-gamified,Grupo Belos,Master,Yee Socializer,25.0,0.7939279869224719,0.4490636516961209
10221.0,9082496.0,non-gamified,Grupo Team 3,Apprentice,NA,16.0,-0.8611601306590027,0.3770467770337472
10226.0,10310342.0,ont-gamified,Grupo Yeka,Apprentice,Yee Socializer,23.0,0.39314262459711036,0.4484787465154518
10228.0,10310492.0,ont-gamified,Grupo Losvakai,Apprentice,Yee Achiever,21.0,-0.022865316949158023,0.43892601784756424
10232.0,10276974.0,non-gamified,Grupo Team 3,Apprentice,NA,25.0,0.7939279869224719,0.4490636516961209
10233.0,9805320.0,ont-gamified,Grupo Tosskor,Apprentice,Yee Achiever,25.0,0.7939279869224719,0.4490636516961209
10234.0,10310676.0,non-gamified,Grupo Team 6,Apprentice,NA,25.0,0.7939279869224719,0.4490636516961209
10237.0,10377688.0,ont-gamified,Grupo Ellaru,Apprentice,Yee Socializer,20.0,-0.22160577198441803,0.42710962364741606
10238.0,10276953.0,ont-gamified,Grupo Belos,Apprentice,Yee Socializer,22.0,0.18486577396130247,0.4460107555735023
