UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10169,10377538,ont-gamified,Grupo Hefesto,Master,Yee Achiever,19,-0.34506436270976193,0.3408371189260963,1.3131412684107817,1.3935976947687299
10170,10260351,ont-gamified,Grupo Afrodite,Apprentice,Yee Achiever,27,0.8125130980292388,0.49661241946946766,0.31846973088589453,0.24946812590320402
10171,698531,non-gamified,Grupo  Team 6,Apprentice,NA,25,0.4320423626399933,0.415372994193584,0.20196439946973355,0.14943836134120025
10172,10273971,non-gamified,Grupo Team 1,Master,NA,22,0.010078688627185079,0.3633076931131421,0.5356082856879771,0.586571426298265
10174,10276852,ont-gamified,Grupo Urano,Master,Yee Achiever,17,-0.5650898958490881,0.33374134902915015,0.04428621884859878,0.044583460977617624
10175,10310700,ont-gamified,Grupo Hélio,Master,Yee Socializer,30,2.481399648149214,1.3161296379467624,0.10524258624259168,0.11922613770160735
10176,10276949,ont-gamified,Grupo Cronus,Apprentice,Yee Achiever,24,0.27922605818079327,0.3925346165410501,1.2858661246417367,1.459605112419991
10178,8656201,ont-gamified,Grupo Morfeu,Apprentice,Yee Socializer,24,0.27922605818079327,0.3925346165410501,0.5369283009109497,0.5131926181655789
10179,10310759,non-gamified,Grupo Team 9,Master,NA,11,-1.2104795319559272,0.34026336194934687,0.12907271043974297,0.11934699835541962
10181,10276866,non-gamified,Grupo Team 10,Master,NA,25,0.4320423626399933,0.415372994193584,0.7637555741331561,0.654182731647826
10183,10352030,ont-gamified,Grupo Hélio,Apprentice,Yee Socializer,22,0.010078688627185079,0.3633076931131421,0.8630849485764612,0.8202732599331417
10184,10276675,ont-gamified,Grupo Apolo,Master,Yee Socializer,23,0.1399511423221378,0.3758336804578992,1.2629332800986026,1.3390862641427168
10185,10276960,non-gamified,Grupo Team 12,Apprentice,NA,17,-0.5650898958490881,0.33374134902915015,0.2948391430653857,0.2818527245011111
10186,10310551,ont-gamified,Grupo Ares,Apprentice,Yee Achiever,26,0.6054282939846205,0.4478029816650652,1.2568907304195367,1.3831891528318891
10187,9790781,non-gamified,Grupo Team 15,Apprentice,NA,25,0.4320423626399933,0.415372994193584,1.1760019431923536,1.1627027168038975
10188,10276995,non-gamified,Grupo Team 3,Master,NA,20,-0.2309691910750058,0.34643194617586803,0.24273300029920497,0.2329413929058525
10189,9363926,ont-gamified,Grupo Hades,Master,Yee Socializer,21,-0.11298912178826866,0.3537600211450087,0.5985472296987391,0.6157670639180619
10190,10276907,ont-gamified,Grupo Zeus,Apprentice,Yee Socializer,24,0.27922605818079327,0.3925346165410501,1.2768754047609285,1.4225851674540915
10191,10276981,non-gamified,Grupo  Team 6,Master,NA,21,-0.11298912178826866,0.3537600211450087,1.1161894390322131,1.1839013618762417
10192,10276682,non-gamified,Grupo Team 5,Apprentice,NA,17,-0.5650898958490881,0.33374134902915015,3.046870625395412,3.0843142062844606
10193,10276762,ont-gamified,Grupo Afrodite,Master,Yee Achiever,17,-0.5650898958490881,0.33374134902915015,0.6478188093212071,0.6709857677015618
10195,10351971,ont-gamified,Grupo Urano,Apprentice,Yee Achiever,18,-0.4561855465861614,0.3366685933474979,0.6935107482150198,0.6475165385706981
10196,10310655,ont-gamified,Grupo Hefesto,Apprentice,Yee Achiever,16,-0.6724647283674473,0.33195474899513994,2.341233154143848,2.3578812798705866
10197,10276661,ont-gamified,Grupo Gaia,Apprentice,Yee Achiever,29,1.4951814648985664,0.7409256363771064,0.47013917135028416,0.5162280215741606
10198,10310888,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,30,2.481399648149214,1.3161296379467624,0.10524258624259168,0.11922613770160735
10199,10276737,ont-gamified,Grupo Gaia,Master,Yee Achiever,30,2.481399648149214,1.3161296379467624,0.10524258624259168,0.11922613770160735
