UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10200,9795272,ont-gamified,Grupo Hades,Apprentice,Yee Socializer,22,0.010078688627185079,0.3633076931131421,0.3405918908411806,0.3504437181934169
10201,10276928,ont-gamified,Grupo Caronte,Master,Yee Achiever,24,0.27922605818079327,0.3925346165410501,0.24236837645403436,0.28106254701489936
10202,10277036,non-gamified,Grupo Team 11,Apprentice,NA,11,-1.2104795319559272,0.34026336194934687,0.9135408917615665,0.8555914816186218
10203,9921470,non-gamified,Grupo Team 3,Apprentice,NA,30,2.481399648149214,1.3161296379467624,0.10524258624259168,0.11922613770160735
10204,10310471,ont-gamified,Grupo Hermes,Master,Yee Achiever,26,0.6054282939846205,0.4478029816650652,1.2568907304195367,1.3831891528318891
10206,10310721,ont-gamified,Grupo Hera,Master,Yee Achiever,28,1.081891227564354,0.5776455634021882,0.5035476172320936,0.40997574047345525
10208,10276932,non-gamified,Grupo Team 7,Apprentice,NA,23,0.1399511423221378,0.3758336804578992,0.916655913503658,0.9395149234742051
10209,10262669,ont-gamified,Grupo Artemis,Apprentice,Yee Achiever,2,-2.6652003422554373,0.5906829850757143,0.2286287288249232,0.18001119529191412
10210,10277015,non-gamified,Grupo Team 9,Apprentice,NA,9,-1.4411884156504111,0.3537498740301567,0.06617321696426713,0.06846121105052504
10211,9311643,non-gamified,Grupo Team 2,Master,NA,10,-1.3237490316352398,0.3460495272625183,0.741096237742314,0.7641851910689973
10212,9065750,non-gamified,Grupo Team 4,Master,NA,25,0.4320423626399933,0.415372994193584,0.7134806205790147,0.8269992531018967
10213,10277040,ont-gamified,Grupo Morfeu,Master,Yee Socializer,18,-0.4561855465861614,0.3366685933474979,1.9671537389134297,2.001935572065375
10214,10277022,non-gamified,Grupo Team 5,Master,NA,14,-0.8853012149884174,0.33168775194543976,0.13986285456437678,0.14075809199724232
10215,9285227,ont-gamified,Grupo Zeus,Master,Yee Socializer,30,2.481399648149214,1.3161296379467624,0.10524258624259168,0.11922613770160735
10216,10276720,non-gamified,Grupo Team 15,Master,NA,27,0.8125130980292388,0.49661241946946766,0.9482780011533674,1.2408944230219683
10217,9805341,non-gamified,Grupo Team 13,Master,NA,29,1.4951814648985664,0.7409256363771064,0.3852802321801302,0.45053715955784757
10218,9842913,ont-gamified,Grupo Ares,Master,Yee Achiever,22,0.010078688627185079,0.3633076931131421,0.7401614638158974,0.6831793799965332
10219,10276831,non-gamified,Grupo Team 12,Master,NA,18,-0.4561855465861614,0.3366685933474979,0.6756246892283282,0.6657235195607797
10220,9760151,non-gamified,Grupo Team 2,Apprentice,NA,27,0.8125130980292388,0.49661241946946766,1.7070464485969872,1.8628719110497933
10221,9082496,ont-gamified,Grupo Hermes,Apprentice,Yee Achiever,22,0.010078688627185079,0.3633076931131421,0.578915646795725,0.5234420846073627
10222,9436110,non-gamified,Grupo Team 16,Master,NA,3,-2.3823989800364958,0.5045561268933116,0.21527775421947387,0.14793603908490774
10223,9795185,ont-gamified,Grupo Cronus,Master,Yee Achiever,27,0.8125130980292388,0.49661241946946766,0.16446987365254945,0.10837180743333974
10224,9368772,non-gamified,Grupo Team 10,Apprentice,NA,8,-1.5642049221390582,0.3638531913129081,1.3370398153020484,1.3139611157327626
10226,10310342,non-gamified,Grupo Team 8,Master,NA,10,-1.3237490316352398,0.3460495272625183,0.2514106296175778,0.255764391002587
10227,9274382,non-gamified,Grupo Team 4,Apprentice,NA,16,-0.6724647283674473,0.33195474899513994,0.32350478297751234,0.320796321957532
10228,10310492,non-gamified,Grupo Team 14,Apprentice,NA,19,-0.34506436270976193,0.3408371189260963,0.4483242251978517,0.46360814886739293
10230,10351992,non-gamified,Grupo Team 14,Master,NA,22,0.010078688627185079,0.3633076931131421,2.000012795193614,1.786316138237391
10231,10276911,ont-gamified,Grupo Caronte,Apprentice,Yee Achiever,29,1.4951814648985664,0.7409256363771064,0.27295439664397864,0.30865034216442616
10232,10276974,ont-gamified,Grupo Artemis,Master,Yee Achiever,21,-0.11298912178826866,0.3537600211450087,0.3130054903162179,0.3454391668740473
10233,9805320,non-gamified,Grupo Team 16,Apprentice,NA,13,-0.9921435951412553,0.33325911973086375,0.9354509171006132,0.9408621958999522
10234,10310676,non-gamified,Grupo Team 7,Master,NA,14,-0.8853012149884174,0.33168775194543976,0.9778859445721114,0.982871406419491
10237,10377688,non-gamified,Grupo Team 11,Master,NA,22,0.010078688627185079,0.3633076931131421,0.998702037123693,1.059906033399398
10238,10276953,non-gamified,Grupo Team 13,Apprentice,NA,10,-1.3237490316352398,0.3460495272625183,0.5864125895321208,0.5408368499867217
10240,10276654,ont-gamified,Grupo Hera,Apprentice,Yee Achiever,4,-2.1683107034312252,0.4530139809062296,0.37858424814973923,0.3573535240709907
