UserID,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10116,non-gamified,GroupC,Master,NA,9,-0.5947940389283171,0.44401493961421984,0.019779694233826504,0.021086606079508012
10120,ont-gamified,Grupo Hélio,Master,Yee Socializer,16,0.6939175156933789,0.5767842694384457,0.8643362966977631,0.8789587923090256
10121,ont-gamified,Grupo Hades,Master,Yee Achiever,12,-0.11852834836594606,0.4255582429051586,0.01737399806615159,0.017279489196632535
10122,non-gamified,GroupB,Apprentice,NA,12,-0.11852834836594606,0.4255582429051586,1.3906306936847432,1.3655461541351681
10123,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,10,-0.42994125574280845,0.4282113421049763,0.6723754942456215,0.6847069552268565
10126,ont-gamified,Grupo Hélio,Apprentice,Yee Socializer,12,-0.11852834836594606,0.4255582429051586,1.3756391718656122,1.4002344155482644
10127,ont-gamified,Grupo Hades,Apprentice,Yee Achiever,8,-0.7793989015612635,0.4732043162223103,0.43394231491094515,0.4433683686928871
10128,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,4,-2.816787134598258,1.0335948047266061,0.7655127343491395,0.7634900095919237
10129,non-gamified,GroupB,Apprentice,NA,13,0.04343742692652497,0.4380681936523378,1.5206833654944651,1.5163452507680044
10130,non-gamified,GroupC,Apprentice,NA,16,0.6939175156933789,0.5767842694384457,0.28173022402646136,0.28831118610613554
10131,ont-gamified,Grupo Zeus,Apprentice,Yee Achiever,15,0.42905726588196424,0.5039853668438934,0.5339686201268373,0.5717464901106756
10132,non-gamified,GroupA,Apprentice,NA,14,0.22124465727817652,0.4623232327846322,0.4543280778461028,0.4214737205255747
10134,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,9,-0.5947940389283171,0.44401493961421984,0.019779694233826504,0.021086606079508012
10135,non-gamified,GroupB,Apprentice,NA,11,-0.27382809099539945,0.42243517746515674,0.7566053514544767,0.757266789360946
10136,non-gamified,GroupC,Apprentice,NA,5,-1.8692697876914768,0.7916434606409615,0.4186624423774518,0.39293641473811397
10137,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,16,0.6939175156933789,0.5767842694384457,1.1496667752011336,1.0975379772858407
10138,ont-gamified,Grupo Hélio,Apprentice,Yee Socializer,18,1.9022755194860106,1.1932250031108556,0.17659067676422124,0.1785450088414179
10139,ont-gamified,Grupo Zeus,Apprentice,Yee Achiever,9,-0.5947940389283171,0.44401493961421984,0.2691290781634271,0.2657080860614976
10140,non-gamified,GroupC,Apprentice,NA,7,-1.0036586810442982,0.5235752711252476,0.27500791891713544,0.2765169889495664
10141,ont-gamified,Grupo Apolo,Master,Yee Socializer,10,-0.42994125574280845,0.4282113421049763,0.45471144059781343,0.4502234098675422
10142,ont-gamified,Grupo Hades,Apprentice,Yee Achiever,12,-0.11852834836594606,0.4255582429051586,0.5004022955533777,0.4938512564066599
10143,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,15,0.42905726588196424,0.5039853668438934,0.027613846046844612,0.029457233773302897
10145,non-gamified,GroupB,Master,NA,18,1.9022755194860106,1.1932250031108556,0.17659067676422124,0.1785450088414179
10146,non-gamified,GroupA,Apprentice,NA,16,0.6939175156933789,0.5767842694384457,0.28173022402646136,0.28831118610613554
10148,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,16,0.6939175156933789,0.5767842694384457,0.30074597754713045,0.32288826206453436
10149,non-gamified,GroupA,Apprentice,NA,14,0.22124465727817652,0.4623232327846322,2.0083045196976506,2.0636136668192324
10152,ont-gamified,Grupo Morfeu,Master,Yee Achiever,9,-0.5947940389283171,0.44401493961421984,2.313925499484642,2.3633132965466754
10153,non-gamified,GroupA,Apprentice,NA,11,-0.27382809099539945,0.42243517746515674,0.8531610037466,0.8543359863970148
10154,non-gamified,GroupC,Apprentice,NA,10,-0.42994125574280845,0.4282113421049763,0.45471144059781343,0.4502234098675422
10158,non-gamified,GroupD,Apprentice,NA,18,1.9022755194860106,1.1932250031108556,0.17659067676422124,0.1785450088414179
