UserID,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10116,non-gamified,GroupC,Master,NA,9,-0.8424638447411447,0.34741902159776356,0.48672080608674817,0.45594084713576627
10120,ont-gamified,Grupo Hélio,Master,Yee Socializer,27,1.3724895791459666,0.49162459338058384,0.5304902332787684,0.5882257909134428
10121,ont-gamified,Grupo Hades,Master,Yee Achiever,22,0.5868961120264211,0.3607496008725278,0.402332843492891,0.4252588730432332
10122,non-gamified,GroupB,Apprentice,NA,26,1.169591420061389,0.4434376657645496,0.4410827833396366,0.47971214963018416
10123,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,19,0.2357687075496501,0.3398480775526637,0.37467720866307147,0.3869433115730218
10126,ont-gamified,Grupo Hélio,Apprentice,Yee Socializer,26,1.169591420061389,0.4434376657645496,0.15630073324989324,0.12222018908584355
10127,ont-gamified,Grupo Hades,Apprentice,Yee Achiever,19,0.2357687075496501,0.3398480775526637,0.7798150490604208,0.7805725136105786
10128,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,22,0.5868961120264211,0.3607496008725278,3.2699976984110024,3.013690994746081
10129,non-gamified,GroupB,Apprentice,NA,11,-0.6224334385907416,0.3352004093659352,0.41800432358344397,0.39054352614727467
10130,non-gamified,GroupC,Apprentice,NA,14,-0.3049889462509944,0.3295294816317655,0.6758190623184226,0.6737377396213238
10131,ont-gamified,Grupo Zeus,Apprentice,Yee Achiever,8,-0.9590993261663028,0.3575070997473603,1.744698470475889,1.8662798774967277
10132,non-gamified,GroupA,Apprentice,NA,15,-0.19915646976232199,0.3298778246154876,1.12924395522301,1.1362687065407322
10134,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,10,-0.7308310876243554,0.3401980822179179,0.7430783055475493,0.7778133434051137
10135,non-gamified,GroupB,Apprentice,NA,20,0.3492261239587109,0.3449773358952367,2.289432262132236,2.1803817900166957
10136,non-gamified,GroupC,Apprentice,NA,5,-1.3707170329806915,0.4175701218629637,0.5099123432356059,0.4008688857191117
10137,ont-gamified,Grupo Morfeu,Apprentice,Yee Achiever,27,1.3724895791459666,0.49162459338058384,1.289813441526372,1.5238985391234545
10138,ont-gamified,Grupo Hélio,Apprentice,Yee Socializer,13,-0.4103969756884765,0.3301632872468303,0.48852762633087493,0.4919559298610642
10139,ont-gamified,Grupo Zeus,Apprentice,Yee Achiever,18,0.1246602195234172,0.3359769800671292,2.015884015134477,2.0177368970604066
10140,non-gamified,GroupC,Apprentice,NA,15,-0.19915646976232199,0.3298778246154876,0.11496481282515418,0.11483036055229494
10141,ont-gamified,Grupo Apolo,Master,Yee Socializer,13,-0.4103969756884765,0.3301632872468303,0.48254888848404115,0.4851557126886411
10142,ont-gamified,Grupo Hades,Apprentice,Yee Achiever,14,-0.3049889462509944,0.3295294816317655,0.3635701552953919,0.364958305583097
10143,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,20,0.3492261239587109,0.3449773358952367,0.13953638095500093,0.13669273626700953
10145,non-gamified,GroupB,Master,NA,9,-0.8424638447411447,0.34741902159776356,0.784951825591281,0.730978664775399
10146,non-gamified,GroupA,Apprentice,NA,20,0.3492261239587109,0.3449773358952367,0.13511471633553984,0.13551261964213515
10148,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,23,0.7141732488095422,0.37276412339868803,0.7662741820792421,0.7393990013922415
10149,non-gamified,GroupA,Apprentice,NA,7,-1.0832149657984655,0.3714121882982591,2.0905467881805633,1.734789269845321
10152,ont-gamified,Grupo Morfeu,Master,Yee Achiever,23,0.7141732488095422,0.37276412339868803,0.6249469796450788,0.6062533576902939
10153,non-gamified,GroupA,Apprentice,NA,15,-0.19915646976232199,0.3298778246154876,0.8801594251602116,0.876623058132674
10154,non-gamified,GroupC,Apprentice,NA,6,-1.2184796927669144,0.3906136185419233,0.07768139804016583,0.0914276290400403
10158,non-gamified,GroupD,Apprentice,NA,22,0.5868961120264211,0.3607496008725278,0.8270953432953615,0.783923090398804
