UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,theta,error,WLE.rel
10169.0,10377538.0,ont-gamified,Resistance,Apprentice,Social Achiever,5.618788060279899,1.5012261476280817,0.8952033021465277
10170.0,10260351.0,w/o-gamified,Grupo11,Apprentice,NA,2.2712118356509996,0.4983475463267346,0.8952033021465277
10171.0,698531.0,ont-gamified,Mafia,Master,Social Achiever,2.2712118356509996,0.4983475463267346,0.8952033021465277
10172.0,10273971.0,w/o-gamified,Grupo5,Apprentice,NA,2.0403929405229473,0.491004217532262,0.8952033021465277
10174.0,10276852.0,w/o-gamified,Grupo7,Master,NA,1.081554025925275,0.5166727406450182,0.8952033021465277
10175.0,10310700.0,ont-gamified,Warriors,Master,Social Achiever,2.0403929405229473,0.491004217532262,0.8952033021465277
10176.0,10276949.0,ont-gamified,Outlaws,Master,Social Achiever,1.081554025925275,0.5166727406450182,0.8952033021465277
10179.0,10310759.0,w/o-gamified,Grupo10,Master,NA,-0.3032274660394979,0.46103443890916557,0.8952033021465277
10181.0,10276866.0,w/o-gamified,Grupo2,Apprentice,NA,0.48687881396512156,0.5284041765785104,0.8952033021465277
10183.0,10352030.0,w/o-gamified,Grupo3,Apprentice,NA,-1.52671815127347,0.4539215423330032,0.8952033021465277
10184.0,10276675.0,w/o-gamified,Grupo10,Apprentice,NA,-0.3032274660394979,0.46103443890916557,0.8952033021465277
10185.0,10276960.0,w/o-gamified,Grupo9,Apprentice,NA,-0.3032274660394979,0.46103443890916557,0.8952033021465277
10186.0,10310551.0,ont-gamified,Slayers,Apprentice,Social Achiever,-1.009604145852081,0.42130505773716853,0.8952033021465277
10188.0,10276995.0,ont-gamified,Vandals,Master,Yee Achiever,-0.4995212771807887,0.4422722866549438,0.8952033021465277
10189.0,9363926.0,ont-gamified,Vikings,Apprentice,Social Achiever,-2.267241437303189,0.588128871056728,0.8952033021465277
10190.0,10276907.0,w/o-gamified,Grupo4,Apprentice,NA,1.3412340079221075,0.5038553678007928,0.8952033021465277
10191.0,10276981.0,w/o-gamified,Grupo1,Master,NA,-0.4995212771807887,0.4422722866549438,0.8952033021465277
10192.0,10276682.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,1.5823203160182977,0.4943639254802403,0.8952033021465277
10193.0,10276762.0,ont-gamified,Vandals,Apprentice,Yee Achiever,-2.669448226743978,0.6928373446236307,0.8952033021465277
10197.0,10276661.0,w/o-gamified,Grupo8,Apprentice,NA,1.081554025925275,0.5166727406450182,0.8952033021465277
10198.0,10310888.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,2.2712118356509996,0.4983475463267346,0.8952033021465277
10199.0,10276737.0,w/o-gamified,Grupo1,Apprentice,NA,-0.07879877985682747,0.48536662511307516,0.8952033021465277
10200.0,9795272.0,ont-gamified,Warriors,Apprentice,Social Achiever,1.3412340079221075,0.5038553678007928,0.8952033021465277
10201.0,10276928.0,w/o-gamified,Grupo11,Apprentice,NA,2.512478453918928,0.5128460701748568,0.8952033021465277
10202.0,10277036.0,ont-gamified,Silly Knights,Apprentice,Social Achiever,-1.3441318148688886,0.43599712384665684,0.8952033021465277
10203.0,9921470.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,2.0403929405229473,0.491004217532262,0.8952033021465277
10204.0,10310471.0,w/o-gamified,Grupo6,Apprentice,NA,-4.503453607642881,1.5134375291834703,0.8952033021465277
10206.0,10310721.0,w/o-gamified,Grupo8,Apprentice,NA,1.081554025925275,0.5166727406450182,0.8952033021465277
10208.0,10276932.0,ont-gamified,Mercenaries,Master,Social Achiever,-1.1738858124735654,0.4255495683702213,0.8952033021465277
10209.0,10262669.0,ont-gamified,Mafia,Apprentice,Social Achiever,-1.52671815127347,0.4539215423330032,0.8952033021465277
10210.0,10277015.0,w/o-gamified,Grupo6,Apprentice,NA,-4.503453607642881,1.5134375291834703,0.8952033021465277
10213.0,10277040.0,w/o-gamified,Grupo7,Apprentice,NA,2.7726928822585686,0.5362777159786258,0.8952033021465277
