UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10169,10377538,ont-gamified,Resistance,Apprentice,Social Achiever,71,0.7084898895886405,0.1631237892798889,2.9346121496317594,2.793579174838184
10170,10260351,w/o-gamified,Grupo11,Apprentice,NA,72,0.5254755768181936,0.1638307936293118,0.8704971910617063,0.8746562576947571
10171,698531,ont-gamified,Mafia,Master,Social Achiever,94,1.7898541848220515,0.21920406147307314,0.2555876941493629,0.23722623262120884
10172,10273971,w/o-gamified,Grupo5,Apprentice,NA,52,-0.29977763144056724,0.1607564278686274,1.2815486948892556,1.2672979708661047
10174,10276852,w/o-gamified,Grupo7,Master,NA,58,0.0559292976793663,0.15957641413067267,0.7702669706324894,0.7530678890642606
10175,10310700,ont-gamified,Warriors,Master,Social Achiever,85,1.3626352610321637,0.18281488880412095,0.6995677787180621,0.7017823968411242
10176,10276949,ont-gamified,Outlaws,Master,Social Achiever,47,-0.5032931597030925,0.16294485417542132,0.43926930153916005,0.4395167068265084
10179,10310759,w/o-gamified,Grupo10,Master,NA,63,0.30411727391600923,0.1598513980832322,1.24648952202027,1.2636611495788657
10181,10276866,w/o-gamified,Grupo2,Apprentice,NA,43,-0.7594173842357251,0.16552056899304599,0.8698250812698073,0.9065091628917632
10183,10352030,w/o-gamified,Grupo3,Apprentice,NA,45,-0.6015975910863471,0.16413660382770695,0.49190770659409644,0.5005622125360878
10184,10276675,w/o-gamified,Grupo10,Apprentice,NA,53,-0.26428279883553885,0.16045024942090022,0.2686933072446403,0.26539873051999496
10185,10276960,w/o-gamified,Grupo9,Apprentice,NA,56,-0.020288465546970877,0.15979325058098787,0.9922433124585316,0.9811985187910366
10186,10310551,ont-gamified,Slayers,Apprentice,Social Achiever,61,0.46699961822492037,0.15959604617967962,1.325569182479423,1.328820944242997
10188,10276995,ont-gamified,Vandals,Master,Yee Achiever,74,0.7664435857103107,0.1654858446893165,0.9673276264927188,1.0057654734195929
10189,9363926,ont-gamified,Vikings,Apprentice,Social Achiever,52,-0.21404645990362853,0.1607564278686274,0.8078156498114666,0.7966244812589145
10190,10276907,w/o-gamified,Grupo4,Apprentice,NA,42,-0.6861154029218227,0.16628829694600133,0.5945207585436024,0.5929954638447706
10191,10276981,w/o-gamified,Grupo1,Master,NA,54,-0.02794225638266499,0.1601875429512286,0.9521697784418668,0.96395824536949
10192,10276682,ont-gamified,Attractive Devils,Apprentice,Social Achiever,62,0.2660544950021232,0.1596986163985364,1.0187378836899332,1.0050487802628494
10193,10276762,ont-gamified,Vandals,Apprentice,Yee Achiever,61,0.4213065853535053,0.15959604617967962,2.4060433937822214,2.4449282001707817
10197,10276661,w/o-gamified,Grupo8,Apprentice,NA,60,0.06882707760918191,0.1595422773538714,0.5826843627148645,0.5838230378049377
10198,10310888,ont-gamified,Attractive Devils,Apprentice,Social Achiever,56,0.033619199487917875,0.15979325058098787,1.0878086722941416,1.079488935619786
10199,10276737,w/o-gamified,Grupo1,Apprentice,NA,50,-0.3816031524977601,0.16149937016114185,0.41101005838625326,0.3999321551942005
10200,9795272,ont-gamified,Warriors,Apprentice,Social Achiever,66,0.574801242984556,0.16062816192450732,0.9023994869515746,0.8688096120376694
10201,10276928,w/o-gamified,Grupo11,Apprentice,NA,69,0.5071419637130077,0.1619284542084592,0.5614677545618675,0.5676586130110164
10202,10277036,ont-gamified,Silly Knights,Apprentice,Social Achiever,61,0.17238368375516716,0.15959604617967962,0.36868738833979275,0.38168220867224045
10203,9921470,ont-gamified,Mercenaries,Apprentice,Social Achiever,79,1.2333333353677696,0.1713089142312682,1.1828208663357953,1.0720463282552894
10204,10310471,w/o-gamified,Grupo6,Apprentice,NA,20,-2.1666337154926505,0.20531649824062417,1.101506343749894,1.272032784716805
10206,10310721,w/o-gamified,Grupo8,Apprentice,NA,69,0.46399257134108174,0.1619284542084592,0.2671023787967165,0.2786031732870509
10208,10276932,ont-gamified,Mercenaries,Master,Social Achiever,69,0.4552269615064122,0.1619284542084592,0.1258926079632452,0.12978819579893056
10209,10262669,ont-gamified,Mafia,Apprentice,Social Achiever,44,-0.7083937649630536,0.16480388462257378,1.5965685380372314,1.644419946188993
10210,10277015,w/o-gamified,Grupo6,Apprentice,NA,26,-1.5901494007771242,0.18831297648456327,1.9367032692937949,2.1403079288206377
10213,10277040,w/o-gamified,Grupo7,Apprentice,NA,50,-0.08366060470025916,0.16149937016114185,2.0945664374103994,2.074727510401324
10214,10277022,ont-gamified,Vikings,Apprentice,Social Achiever,39,-0.5005165931620186,0.16891818651306892,1.8514152306682397,1.9202190129678967
10215,9285227,ont-gamified,Vikings,Master,Social Achiever,68,0.331895701460983,0.16143254600378945,1.3051507118342687,1.3194120079156375
10216,10276720,ont-gamified,Silly Knights,Master,Social Achiever,84,1.25854320906581,0.1804411157223769,0.669250699740363,0.7172617575989833
10217,9805341,w/o-gamified,Grupo9,Apprentice,NA,69,0.5508430234007438,0.1619284542084592,0.749424815158464,0.729401994467602
10218,9842913,w/o-gamified,Grupo10,Apprentice,NA,52,-0.2505045715503465,0.1607564278686274,0.36105042488939154,0.35849234631038385
10219,10276831,w/o-gamified,Grupo3,Master,NA,44,-0.7697880104193542,0.16480388462257378,2.2225091482610706,2.2815316221749327
10220,9760151,w/o-gamified,Grupo3,Apprentice,NA,75,0.9158412894621911,0.16644445962470528,1.5392646781623247,1.6405704924271498
10221,9082496,ont-gamified,Warriors,Apprentice,Social Achiever,48,-0.3635446892182775,0.16241821094399062,0.5390866841027436,0.5542517194012408
