UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10169,10377538,ont-gamified,Resistance,Apprentice,Social Achiever,69,2.348283766685224,0.4900870617019775,2.1090820814138045,1.2378926403806414
10170,10260351,w/o-gamified,Grupo11,Apprentice,NA,44,0.32914228741252605,0.22842515777895353,0.7233245515593495,0.6896231567514816
10171,698531,ont-gamified,Mafia,Master,Social Achiever,53,0.8199022096489407,0.24338003956719736,0.3882130160504982,0.3753987533336165
10172,10273971,w/o-gamified,Grupo5,Apprentice,NA,42,0.22593386836334772,0.22626227921851239,1.1590203121666598,1.1208575371543408
10174,10276852,w/o-gamified,Grupo7,Master,NA,45,0.3814177842523798,0.22956673218620174,1.351595469389981,1.333571187553115
10175,10310700,ont-gamified,Warriors,Master,Social Achiever,56,1.000197113451776,0.25344013862951514,0.32188169672254824,0.3047154473650133
10176,10276949,ont-gamified,Outlaws,Master,Social Achiever,38,0.025029761033864905,0.2222275457293521,0.28724821546447704,0.2878411486987147
10178,8656201,ont-gamified,Outlaws,Apprentice,Social Achiever,34,-0.16840949962907256,0.21883712456535967,0.32863672323597026,0.3266480207666941
10179,10310759,w/o-gamified,Grupo10,Master,NA,36,-0.07258855750640372,0.22040651531967362,0.5035791965880385,0.5067423324223134
10181,10276866,w/o-gamified,Grupo2,Apprentice,NA,32,-0.2626722386887093,0.21764311484628407,1.2425580731193675,1.2441670382028087
10183,10352030,w/o-gamified,Grupo3,Apprentice,NA,19,-0.875919158544139,0.22843274909822345,0.1376973605810023,0.1479974218143235
10184,10276675,w/o-gamified,Grupo10,Apprentice,NA,37,-0.024013275590054402,0.22129268253148865,0.5005718588583582,0.5017637382584814
10185,10276960,w/o-gamified,Grupo9,Apprentice,NA,34,-0.16840949962907256,0.21883712456535967,1.0296877195631182,1.007043826484707
10186,10310551,ont-gamified,Slayers,Apprentice,Social Achiever,43,0.27731428888203047,0.2273279629912473,2.240844317601944,2.257245555870139
10188,10276995,ont-gamified,Vandals,Master,Yee Achiever,36,-0.07258855750640372,0.22040651531967362,0.8446633057236688,0.8184313041886759
10189,9363926,ont-gamified,Vikings,Apprentice,Social Achiever,18,-0.927205784057069,0.23141946718453385,1.1310274495517503,1.2186485620573793
