UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,Score,theta,error,Outfit,Infit
10169,10377538,ont-gamified,Resistance,Apprentice,Social Achiever,36,5.356852112756155,1.4390278114118211,0.08237503698816563,0.08672603992931156
10170,10260351,w/o-gamified,Grupo11,Apprentice,NA,19,0.7207230177595974,0.44270997602680046,0.5211925115546175,0.5499673310787828
10171,698531,ont-gamified,Mafia,Master,Social Achiever,29,2.4477676325234548,0.4320370293304624,0.4834079553240653,0.4931757124034814
10172,10273971,w/o-gamified,Grupo5,Apprentice,NA,25,1.7947392767601646,0.4079772680770072,0.4384023666848787,0.4214460901492784
10174,10276852,w/o-gamified,Grupo7,Master,NA,21,1.116048623303157,0.42982658317403527,0.9720382773811364,0.9721867578677303
10175,10310700,ont-gamified,Warriors,Master,Social Achiever,18,0.5118485930252792,0.44295816011983646,0.05551071209634157,0.05724422309272463
10176,10276949,ont-gamified,Outlaws,Master,Social Achiever,17,0.3053963519269712,0.43734590660950406,0.10784919444887368,0.11130543726731393
10179,10310759,w/o-gamified,Grupo10,Master,NA,16,0.10947233350060599,0.4273590966944896,1.8983624590680244,2.006068569874493
10181,10276866,w/o-gamified,Grupo2,Apprentice,NA,7,-1.2497873738163565,0.4009724096006577,0.481605007492481,0.4852454492945519
10183,10352030,w/o-gamified,Grupo3,Apprentice,NA,11,-0.6853546500580785,0.3845348126490297,0.2084980777539216,0.2091711631942797
10184,10276675,w/o-gamified,Grupo10,Apprentice,NA,17,0.3053963519269712,0.43734590660950406,0.21230592905546533,0.21236142245646833
10185,10276960,w/o-gamified,Grupo9,Apprentice,NA,23,1.4693286384659516,0.41503051350988984,1.025382472378885,1.0370205810927768
10186,10310551,ont-gamified,Slayers,Apprentice,Social Achiever,17,0.3053963519269712,0.43734590660950406,3.0624593574639056,3.1461735031403757
10188,10276995,ont-gamified,Vandals,Master,Yee Achiever,12,-0.5434450847814645,0.3885459004840345,0.7550947196956507,0.7872603512944654
10189,9363926,ont-gamified,Vikings,Apprentice,Social Achiever,6,-1.404995250242857,0.4159521833035711,0.537042157292913,0.560259191712955
10190,10276907,w/o-gamified,Grupo4,Apprentice,NA,13,-0.39586837009117015,0.3953209181708062,0.3977575448908848,0.3929674325905188
10191,10276981,w/o-gamified,Grupo1,Master,NA,8,-1.1036517024817485,0.39119496727404485,0.40003086411204986,0.38113491609799854
10192,10276682,ont-gamified,Attractive Devils,Apprentice,Social Achiever,18,0.5118485930252792,0.44295816011983646,3.0131667061059577,2.9685631746116106
10193,10276762,ont-gamified,Vandals,Apprentice,Yee Achiever,2,-2.2868947757635425,0.6008754834054184,0.5235231483653228,0.5606247196489147
10197,10276661,w/o-gamified,Grupo8,Apprentice,NA,15,-0.07211328311855837,0.4156889123189154,1.6258155023409062,1.6255076911280673
