UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,theta,error,WLE.rel
10169.0,10377538.0,ont-gamified,Resistance,Apprentice,Social Achiever,-0.9930523504314596,0.47956942330028224,0.6833087765852999
10170.0,10260351.0,w/o-gamified,Grupo11,Apprentice,NA,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10171.0,698531.0,ont-gamified,Mafia,Master,Social Achiever,2.149883148301322,1.1596367112896973,0.6833087765852999
10172.0,10273971.0,w/o-gamified,Grupo5,Apprentice,NA,-1.216885942062434,0.4732394177749282,0.6833087765852999
10174.0,10276852.0,w/o-gamified,Grupo7,Master,NA,-0.5106770625218319,0.49047480963848356,0.6833087765852999
10175.0,10310700.0,ont-gamified,Warriors,Master,Social Achiever,0.7055839082132341,0.5573676256279756,0.6833087765852999
10176.0,10276949.0,ont-gamified,Outlaws,Master,Social Achiever,-0.9930523504314596,0.47956942330028224,0.6833087765852999
10179.0,10310759.0,w/o-gamified,Grupo10,Master,NA,1.0092391423706526,0.6186906438011122,0.6833087765852999
10181.0,10276866.0,w/o-gamified,Grupo2,Apprentice,NA,-2.0483814131309717,0.5029840938829641,0.6833087765852999
10183.0,10352030.0,w/o-gamified,Grupo3,Apprentice,NA,-0.9930523504314596,0.47956942330028224,0.6833087765852999
10184.0,10276675.0,w/o-gamified,Grupo10,Apprentice,NA,-0.9930523504314596,0.47956942330028224,0.6833087765852999
10185.0,10276960.0,w/o-gamified,Grupo9,Apprentice,NA,-0.5106770625218319,0.49047480963848356,0.6833087765852999
10186.0,10310551.0,ont-gamified,Slayers,Apprentice,Social Achiever,2.149883148301322,1.1596367112896973,0.6833087765852999
10188.0,10276995.0,ont-gamified,Vandals,Master,Yee Achiever,-0.03235742466111423,0.49538618204588525,0.6833087765852999
10189.0,9363926.0,ont-gamified,Vikings,Apprentice,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10190.0,10276907.0,w/o-gamified,Grupo4,Apprentice,NA,-0.756383694143846,0.4862975080186216,0.6833087765852999
10191.0,10276981.0,w/o-gamified,Grupo1,Master,NA,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10192.0,10276682.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10193.0,10276762.0,ont-gamified,Vandals,Apprentice,Yee Achiever,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10197.0,10276661.0,w/o-gamified,Grupo8,Apprentice,NA,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10198.0,10310888.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10199.0,10276737.0,w/o-gamified,Grupo1,Apprentice,NA,-0.756383694143846,0.4862975080186216,0.6833087765852999
10200.0,9795272.0,ont-gamified,Warriors,Apprentice,Social Achiever,1.4045312768218352,0.744437453548733,0.6833087765852999
10201.0,10276928.0,w/o-gamified,Grupo11,Apprentice,NA,-0.03235742466111423,0.49538618204588525,0.6833087765852999
10202.0,10277036.0,ont-gamified,Silly Knights,Apprentice,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10203.0,9921470.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,2.149883148301322,1.1596367112896973,0.6833087765852999
10204.0,10310471.0,w/o-gamified,Grupo6,Apprentice,NA,-0.03235742466111423,0.49538618204588525,0.6833087765852999
10206.0,10310721.0,w/o-gamified,Grupo8,Apprentice,NA,0.4427201353668416,0.5233281842144778,0.6833087765852999
10208.0,10276932.0,ont-gamified,Mercenaries,Master,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10209.0,10262669.0,ont-gamified,Mafia,Apprentice,Social Achiever,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10210.0,10277015.0,w/o-gamified,Grupo6,Apprentice,NA,2.149883148301322,1.1596367112896973,0.6833087765852999
10213.0,10277040.0,w/o-gamified,Grupo7,Apprentice,NA,2.149883148301322,1.1596367112896973,0.6833087765852999
10214.0,10277022.0,ont-gamified,Vikings,Apprentice,Social Achiever,2.149883148301322,1.1596367112896973,0.6833087765852999
10215.0,9285227.0,ont-gamified,Vikings,Master,Social Achiever,-0.5106770625218319,0.49047480963848356,0.6833087765852999
10216.0,10276720.0,ont-gamified,Silly Knights,Master,Social Achiever,0.4427201353668416,0.5233281842144778,0.6833087765852999
10217.0,9805341.0,w/o-gamified,Grupo9,Apprentice,NA,-0.756383694143846,0.4862975080186216,0.6833087765852999
10218.0,9842913.0,w/o-gamified,Grupo10,Apprentice,NA,-0.756383694143846,0.4862975080186216,0.6833087765852999
10219.0,10276831.0,w/o-gamified,Grupo3,Master,NA,-2.2767519985104383,0.5472876933732728,0.6833087765852999
10220.0,9760151.0,w/o-gamified,Grupo3,Apprentice,NA,0.7055839082132341,0.5573676256279756,0.6833087765852999
10221.0,9082496.0,ont-gamified,Warriors,Apprentice,Social Achiever,0.20095698578349547,0.504485254713555,0.6833087765852999
10223.0,9795185.0,ont-gamified,Slayers,Master,Social Achiever,-0.5106770625218319,0.49047480963848356,0.6833087765852999
10224.0,9368772.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,-0.756383694143846,0.4862975080186216,0.6833087765852999
10227.0,9274382.0,w/o-gamified,Grupo5,Master,NA,-0.756383694143846,0.4862975080186216,0.6833087765852999
10228.0,10310492.0,ont-gamified,Resistance,Apprentice,Social Achiever,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10230.0,10351992.0,ont-gamified,Resistance,Master,Social Achiever,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10231.0,10276911.0,w/o-gamified,Grupo9,Master,NA,-1.216885942062434,0.4732394177749282,0.6833087765852999
10232.0,10276974.0,w/o-gamified,Grupo7,Apprentice,NA,1.0092391423706526,0.6186906438011122,0.6833087765852999
10234.0,10310676.0,w/o-gamified,Grupo4,Master,NA,-2.2767519985104383,0.5472876933732728,0.6833087765852999
10237.0,10377688.0,ont-gamified,Outlaws,Apprentice,Social Achiever,-0.2676359771150441,0.4921681312982132,0.6833087765852999
10238.0,10276953.0,w/o-gamified,Grupo2,Master,NA,0.7055839082132341,0.5573676256279756,0.6833087765852999
